rutemisor,tipodte,fchemis,folio,rutrecep,nrolindet,nmbitem,qtyitem,prcitem,montoitem,cmnarecep,cmnaorigen
33612,33,2018-05-09,10673,761123,3,nivel de hilo,1.000000,831.000000,831.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-09,10673,761123,4,cinta 5mt,1.000000,2731.000000,2731.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-09,10680,760627,1,DADO 30,1.000000,4193.000000,4193.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-09,10680,760627,2,ANTIPARRAS AM,2.000000,1470.000000,2940.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-09,10680,760627,3,CINCEL PEQUEÑO,3.000000,2100.000000,6300.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-09,10680,760627,4,ESPATULA,2.000000,1218.000000,2436.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-11,10697,786181,1,pomeles,4.000000,2513.000000,10052.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-11,10697,786181,2,spray,1.000000,2430.000000,2430.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-11,10697,786181,3,abrazadeeras c refuerzo,20.000000,210.500000,4210.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-08,10668,785905,1,PAQUETE AMARRAS,1.000000,1269.000000,1269.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-08,10668,785905,2,CONDUIT 20,2.000000,924.000000,1848.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-08,10668,785905,3,CODO CONDUIT DE 20,2.000000,168.000000,336.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-08,10668,785905,4,AUTOPERFORANTE,20.000000,50.000000,1000.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-14,10705,767517,1,PINO CEPILLADO 2X3,13.000000,2017.000000,26221.0000,VINA DEL MAR,VILLA ALEMANA
33612,33,2018-05-10,10684,765462,1,s/ cemento,4.000000,3067.000000,12268.0000,LO BARNECHEA,VILLA ALEMANA
33612,33,2018-05-10,10684,765462,2,disco corte 7,4.000000,2008.000000,8032.0000,LO BARNECHEA,VILLA ALEMANA
33612,33,2018-05-10,10684,765462,3,silicona,2.000000,1680.000000,3360.0000,LO BARNECHEA,VILLA ALEMANA
33612,33,2018-05-07,10659,763997,1,"PLANCHA RANURADO 5,5",3.000000,10840.000000,32520.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-11,10696,761595,1,saco escombro,10.000000,378.000000,3780.0000,VALPARAISO,VILLA ALEMANA
33612,33,2018-05-11,10696,761595,2,guantes,3.000000,2017.000000,6051.0000,VALPARAISO,VILLA ALEMANA
33612,33,2018-05-11,10696,761595,3,mascarilla,4.000000,126.000000,504.0000,VALPARAISO,VILLA ALEMANA
33612,33,2018-05-11,10696,761595,4,plumavit  30mm,2.000000,798.000000,1596.0000,VALPARAISO,VILLA ALEMANA
33612,33,2018-05-11,10694,69882,1,clavos 1,1.000000,1600.000000,1600.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-11,10694,69882,2,cajas tornillos,4.000000,2101.000000,8404.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-11,10694,69882,3,s/yeso,1.000000,4159.000000,4159.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-11,10694,69882,4,pino bruto 1x3,10.000000,798.000000,7980.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-11,10694,69882,5,pino 2x2,4.000000,1050.000000,4200.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-04,10653,533234,1,AMPOLLETAS,10.000000,2437.000000,24370.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-04,10653,533234,2,DESTORNILLADORES,2.000000,1597.000000,3194.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-04,10653,533234,3,PEGAMENTO REX MED,1.000000,2437.000000,2437.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-04,10653,533234,4,ESCALERA METALICA,1.000000,38571.000000,38571.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-04-30,10614,763393,1,SEGUN GUIA 23374 6/4/18,1.000000,32890.000000,32890.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-04,10642,760627,1,terciado estructural 15,2.000000,13865.000000,27730.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-04-30,10615,92779,1,SEGUN GUIA 23368 4/2018,1.000000,47706.000000,47706.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-09,10676,762602,1,ALCOHOL QUEMAR,1.000000,1680.000000,1680.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-09,10681,768148,1,CINTA JOING,1.000000,1596.000000,1596.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-09,10681,768148,2,PASTA MURO,1.000000,840.000000,840.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-09,10681,768148,3,BROCAS 6 MM,2.000000,966.000000,1932.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-09,10681,768148,4,BROCAS 3/8,1.000000,2941.000000,2941.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-09,10681,768148,5,YESO,2.000000,336.000000,672.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-12,10702,93674,1,monomando,1.000000,10000.000000,10000.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-12,10702,93674,2,tapon1/2 he,1.000000,840.000000,840.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-12,10702,93674,3,teflon,1.000000,420.000000,420.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-12,10702,93674,4,despunte,1.000000,504.000000,504.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-12,10702,93674,5,tapa,1.000000,756.000000,756.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-14,10706,105469,1,CAJA TORNILLO 2,1.000000,2100.000000,2100.0000,QUILLOTA,VILLA ALEMANA
33612,33,2018-05-14,10706,105469,2,CAJA ROSCALATA 14*1/*2,1.000000,2100.000000,2100.0000,QUILLOTA,VILLA ALEMANA
33612,33,2018-05-03,10640,762602,1,BROCAS HILTI,4.000000,1387.000000,5548.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-04-30,10620,763772,1,PINO BRUTO 2X2,6.000000,1050.000000,6300.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-04-30,10620,763772,2,ROLLIZO,1.000000,2688.000000,2688.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-04-30,10620,763772,3,SACO VIRUTA,1.000000,1260.000000,1260.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-04-30,10620,763772,4,TIRA CONDUIT,3.000000,546.000000,1638.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-04-30,10620,763772,5,ABRAZADERA 16MM,12.000000,80.000000,960.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-04-30,10620,763772,6,CAJA TORNILLO,1.000000,2151.000000,2151.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-09,10674,760627,1,PERFIL CANAL FE 80X40X2,1.000000,8991.000000,8991.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-12,10701,776459,1,vinilit 240,1.000000,3184.000000,3184.0000,VALPARAISO,VILLA ALEMANA
33612,33,2018-05-04,10641,768130,1,galon oleo,1.000000,11344.000000,11344.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-04,10641,768130,2,cinta aisladora,1.000000,420.000000,420.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-10,10685,190824,1,fe lisa 1/4,10.000000,1085.000000,10850.0000,VINA DEL MAR,VILLA ALEMANA
33612,33,2018-05-10,10685,190824,2,tuerca y golilla,1.000000,100.000000,100.0000,VINA DEL MAR,VILLA ALEMANA
33612,33,2018-05-10,10685,190824,3,mts manguera 3/4,5.000000,831.000000,4155.0000,VINA DEL MAR,VILLA ALEMANA
33612,33,2018-05-10,10685,190824,4,abrazadera,1.000000,376.000000,376.0000,VINA DEL MAR,VILLA ALEMANA
33612,33,2018-04-30,10613,966915,1,SEGUN GUIA 23375 06/04/18,1.000000,45193.000000,45193.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-05,10655,138377,1,SILICONA,3.000000,1680.000000,5040.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-05,10655,138377,2,CHAPA PUERTA 1982 TIRADOR,1.000000,12184.000000,12184.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-15,10709,785905,1,TIRA PVC 40,2.000000,3949.000000,7898.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-15,10709,785905,2,TIRA PVC 32,2.000000,3193.000000,6386.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-15,10709,785905,3,TEFLON,1.000000,840.000000,840.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-11,10698,162766,1,DISCO CORTE 9,3.000000,2345.000000,7035.0000,SAN JOAQUIN,VILLA ALEMANA
33612,33,2018-05-11,10698,162766,2,DISCO CORTE 4 1/2,10.000000,1050.000000,10500.0000,SAN JOAQUIN,VILLA ALEMANA
33612,33,2018-05-11,10698,162766,3,SOLDADURA KILO,1.000000,4452.000000,4452.0000,SAN JOAQUIN,VILLA ALEMANA
33612,33,2018-05-11,10698,162766,4,BROCHA,1.000000,412.000000,412.0000,SAN JOAQUIN,VILLA ALEMANA
33612,33,2018-05-11,10698,162766,5,AGUARRAS LITRO,1.000000,1680.000000,1680.0000,SAN JOAQUIN,VILLA ALEMANA
33612,33,2018-05-11,10698,162766,6,NYLON METRO,10.000000,1597.000000,15970.0000,SAN JOAQUIN,VILLA ALEMANA
33612,33,2018-05-11,10698,162766,7,PINO 2*3 BRUTO,12.000000,1513.000000,18156.0000,SAN JOAQUIN,VILLA ALEMANA
33612,33,2018-05-15,10712,760627,1,MASCARA SOLDAR,1.000000,3489.000000,3489.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-15,10712,760627,2,VIDRIOS 10,5.000000,679.000000,3395.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-15,10712,760627,3,VIDRIOS BLANCOS,5.000000,168.000000,840.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-15,10712,760627,4,MTS 400,1.000000,1932.000000,1932.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-15,10712,760627,5,HUINCHAS 8 MTS,3.000000,4705.000000,14115.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-15,10712,760627,6,BROCA 1/2,1.000000,4621.000000,4621.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-15,10712,760627,7,BROCA 5/8,1.000000,9673.000000,9673.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-10,10689,153935,1,anillo concreto 80,2.000000,9159.000000,18318.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-10,10689,153935,2,modulo concreto 60x30,1.000000,11176.000000,11176.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-14,10708,775762,1,PILAS GRANDE,2.000000,2941.000000,5882.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-14,10708,775762,2,PERNO 7 1/2,2.000000,210.000000,420.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-03,10638,761943,1,S/CEMNTO,10.000000,3067.000000,30670.0000,VINA DEL MAR,VILLA ALEMANA
33612,33,2018-05-03,10638,761943,2,SACO ESCOMBRO,25.000000,378.000000,9450.0000,VINA DEL MAR,VILLA ALEMANA
33612,33,2018-05-09,10682,762602,1,HUAIPE 1/2 MECANICO,2.000000,1512.000000,3024.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-09,10682,762602,2,ALCOHOL QUEMAR,1.000000,1680.000000,1680.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-09,10682,762602,3,CARTONERO,2.000000,1008.000000,2016.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-09,10675,765619,1,CINTA PAPEL 1,1.000000,1008.000000,1008.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-09,10675,765619,2,RASTRILLO,1.000000,6050.000000,6050.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-09,10679,780945,1,TIRAS CAÑERIA M 3/4,2.000000,20084.000000,40168.0000,VINA DEL MAR,VILLA ALEMANA
33612,33,2018-05-09,10679,780945,2,TIRAS PVC 50 HIDRA,2.000000,6218.000000,12436.0000,VINA DEL MAR,VILLA ALEMANA
33612,33,2018-05-09,10672,785905,1,caja tanka,1.000000,2323.000000,2323.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-09,10672,785905,2,tarugo de 6,50.000000,33.000000,1650.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-09,10672,785905,3,t paraleleo,5.000000,255.000000,1275.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-14,10703,764527,1,COLAFRIA KG,2.000000,2436.000000,4872.0000,LAS CONDES,VILLA ALEMANA
33612,33,2018-04-30,10617,763645,1,SEGUN GUIA 23372 05/4/18,1.000000,18067.000000,18067.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-02,10622,762450,1,rollo p/filtro 16 mts,1.000000,4117.000000,4117.0000,LIMACHE,VILLA ALEMANA
33612,33,2018-05-02,10622,762450,2,gas butano,2.000000,1092.000000,2184.0000,LIMACHE,VILLA ALEMANA
33612,33,2018-05-02,10622,762450,3,tierra roja 1/2,1.000000,1008.000000,1008.0000,LIMACHE,VILLA ALEMANA
33612,33,2018-05-05,10656,117358,1,TIRA PVC 32°,7.000000,3193.000000,22351.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-05,10656,117358,2,TIRA PVC 40°,2.000000,3950.000000,7900.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-05,10656,117358,3,CURVA PVC 40°,2.000000,1303.000000,2606.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-04,10651,760604,1,HILOS 5/8,2.000000,2764.000000,5528.0000,VINA DEL MAR,VILLA ALEMANA
33612,33,2018-05-04,10651,760604,2,LLAVE BOLA 1/2,10.000000,2100.000000,21000.0000,VINA DEL MAR,VILLA ALEMANA
33612,33,2018-05-04,10651,760604,3,PARES POMELES 3/4,4.000000,2513.000000,10052.0000,VINA DEL MAR,VILLA ALEMANA
33612,33,2018-05-04,10651,760604,4,U AMERICANA 1/2 50,4.000000,1848.000000,7392.0000,VINA DEL MAR,VILLA ALEMANA
33612,33,2018-05-04,10651,760604,5,TERM HE 1/2 BRONCE,16.000000,546.000000,8736.0000,VINA DEL MAR,VILLA ALEMANA
33612,33,2018-05-15,10711,785905,1,TERMINAL PVC HE 32,4.000000,294.000000,1176.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-15,10711,785905,2,TERMINAL PVC HE 40,1.000000,378.000000,378.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-15,10711,785905,3,CODO PVC 32,4.000000,294.000000,1176.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-15,10711,785905,4,CODO PVC 40,1.000000,294.000000,294.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-15,10711,785905,5,TEE PVC 32,2.000000,420.000000,840.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-15,10711,785905,6,AMERICANA PVC 40,1.000000,2352.000000,2352.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-15,10711,785905,7,TERMINALES PVC HI 32,2.000000,714.000000,1428.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-15,10711,785905,8,AMERICANA PVC 32,2.000000,1428.000000,2856.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-15,10711,785905,9,LLAVE PATIO PVC BOLA 32,1.000000,4957.000000,4957.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-15,10711,785905,10,PAR GUANTES,1.000000,840.000000,840.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-03,10629,768130,1,galon oleo,1.000000,11344.000000,11344.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-03,10629,768130,2,sintetico,2.000000,1680.000000,3360.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-03,10629,768130,3,engomado,1.000000,2016.000000,2016.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-04,10645,768203,1,CARTONES 3*4 BRUTO,10.000000,3865.400000,38654.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-04,10646,966032,1,MTS CAÑERIA,1.000000,5294.000000,5294.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-04,10646,966032,2,U AMERICANA 1,2.000000,3782.000000,7564.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-04,10646,966032,3,TERMINAL HE BRONCE,2.000000,1681.000000,3362.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-04,10646,966032,4,TEE BRONCE 1,2.000000,2773.000000,5546.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-04,10646,966032,5,S CEMENTO,2.000000,3067.000000,6134.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-08,10671,768033,1,MODULO 80*60,1.000000,23445.000000,23445.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-08,10662,64607,1,s/cemento,5.000000,3067.000000,15335.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-09,10683,768033,1,MODULO 80X60,1.000000,23445.000000,23445.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-08,10661,762487,1,saco bekron,5.000000,2479.000000,12395.0000,VINA DEL MAR,VILLA ALEMANA
33612,33,2018-05-04,10650,760627,1,CABLE ARTEFACTO,16.000000,831.000000,13296.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-04,10650,760627,2,ACOPLE,2.000000,2394.000000,4788.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-04,10650,760627,3,TIRA 3MTS CONDUIT 16MM,1.000000,546.000000,546.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-04,10650,760627,4,CABLE 1.5,12.000000,152.000000,1824.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-04,10650,760627,5,INTERRUPTOR EMB SIMPLE,1.000000,1092.000000,1092.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-04,10650,760627,6,AUTOMATICO 10 AMP,1.000000,1770.000000,1770.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-04,10650,760627,7,VINILIT CHICO,1.000000,1008.000000,1008.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-02,10626,761224,1,barbula fluormaster,1.000000,4958.000000,4958.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-09,10678,766910,1,HILO FE 1/2,4.000000,2516.000000,10064.0000,PROVIDENCIA,VILLA ALEMANA
33612,33,2018-05-09,10678,766910,2,TUERCAS 1/2,24.000000,67.000000,1608.0000,PROVIDENCIA,VILLA ALEMANA
33612,33,2018-05-09,10678,766910,3,GOLILLAS 1/2,24.000000,67.000000,1608.0000,PROVIDENCIA,VILLA ALEMANA
33612,33,2018-05-03,10636,766910,1,TIRA COBRE 3/4 L,1.000000,26471.000000,26471.0000,PROVIDENCIA,VILLA ALEMANA
33612,33,2018-05-14,10704,862704,1,S/CEMNTO,20.000000,3067.000000,61340.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-14,10704,862704,2,ALAMBRE 14,8.000000,1680.000000,13440.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-14,10704,862704,3,CAMARA CARRETILLA,1.000000,1848.000000,1848.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-05,10654,776758,1,CABLE ARTEFACTO,5.000000,831.000000,4155.0000,QUILLOTA,VILLA ALEMANA
33612,33,2018-05-05,10654,776758,2,AMPOLLETAS HALOGENAS,2.000000,833.000000,1666.0000,QUILLOTA,VILLA ALEMANA
33612,33,2018-05-02,10625,760082,1,saco de cemento,5.000000,3067.000000,15335.0000,VALPARAISO,VILLA ALEMANA
33612,33,2018-05-02,10625,760082,2,discos 4 1/2,1.000000,2100.000000,2100.0000,VALPARAISO,VILLA ALEMANA
33612,33,2018-05-04,10652,761960,1,TIRA PVC 63,2.000000,9159.000000,18318.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-04,10652,761960,2,REDUCCION 63-50,1.000000,1260.000000,1260.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-04,10652,761960,3,SOLDADURA,1.000000,2016.000000,2016.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-03,10634,766222,1,P/ CEPILLADO 1X2,4.000000,1000.000000,4000.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-03,10631,785905,1,TARRO VINILIT,1.000000,3184.000000,3184.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-03,10631,785905,2,SAPO,1.000000,2478.000000,2478.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-03,10631,785905,3,COPLA 40,1.000000,411.000000,411.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-03,10631,785905,4,TERMINALES 32 HE,2.000000,327.000000,654.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-03,10631,785905,5,TERMINAL 40 HI,1.000000,966.000000,966.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-03,10631,785905,6,COPLA 32,1.000000,327.000000,327.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-03,10631,785905,7,LIJA FIERRO,1.000000,495.000000,495.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-03,10637,765179,1,TARUGO PALOMA,2.000000,2521.000000,5042.0000,SANTIAGO,VILLA ALEMANA
33612,33,2018-05-03,10637,765179,2,CAJA TORNILLO,1.000000,2100.000000,2100.0000,SANTIAGO,VILLA ALEMANA
33612,33,2018-05-03,10637,765179,3,TIRAFONDO 1/4 *1,4.000000,84.000000,336.0000,SANTIAGO,VILLA ALEMANA
33612,33,2018-05-08,10670,709836,1,CANCAMOS,3.000000,126.000000,378.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-08,10670,709836,2,PESTILLOS,2.000000,1176.000000,2352.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-11,10699,767420,1,NEUMATICO Y CAMARA,5.000000,4370.000000,21850.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-11,10699,767420,2,PINTURA TRICOLOR,1.000000,5840.000000,5840.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-11,10699,767420,3,PENOR,10.000000,126.000000,1260.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-11,10699,767420,4,TUERCAS,10.000000,25.000000,250.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-07,10658,785905,1,enchufe doble,1.000000,1092.000000,1092.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-07,10658,785905,2,interruptor 9/12,1.000000,1890.000000,1890.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-07,10658,785905,3,metros cable 3,1.000000,2496.000000,2496.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-02,10624,768227,1,planza 3/4,50.000000,462.000000,23100.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-02,10624,768227,2,planza1,50.000000,655.000000,32750.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-11,10695,765179,1,combo chico,1.000000,7143.000000,7143.0000,SANTIAGO,VILLA ALEMANA
33612,33,2018-05-11,10695,765179,2,cincel paleta,1.000000,2100.000000,2100.0000,SANTIAGO,VILLA ALEMANA
33612,33,2018-05-10,10688,768148,1,p/guantes,3.000000,2016.000000,6048.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-10,10688,768148,2,marco sierra,1.000000,2857.000000,2857.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-10,10688,768148,3,hoja sierra,1.000000,1134.000000,1134.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-02,10628,764719,1,perno anclaje 30,4.000000,504.000000,2016.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-02,10628,764719,2,perno anclaje 5/16,4.000000,420.000000,1680.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-14,10707,766575,1,TAPON,15.000000,1008.000000,15120.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-14,10707,766575,2,BLOQUE 14*19,40.000000,797.000000,31880.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-14,10707,766575,3,SACO CEMENTO,5.000000,3067.000000,15335.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-14,10707,766575,4,BARRA FIERRO,4.000000,1475.000000,5900.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-15,10710,765514,1,LIJAS DE MADERA,20.000000,168.000000,3360.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-15,10710,765514,2,ENCHUFE HEMBRA,1.000000,1092.000000,1092.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-11,10693,761943,1,abrazadera,4.000000,504.000000,2016.0000,VINA DEL MAR,VILLA ALEMANA
33612,33,2018-05-11,10693,761943,2,copla 1 1/2 planza,3.000000,924.000000,2772.0000,VINA DEL MAR,VILLA ALEMANA
33612,33,2018-05-11,10693,761943,3,planza 2 1 1/2,2.000000,1512.000000,3024.0000,VINA DEL MAR,VILLA ALEMANA
33612,33,2018-05-07,10657,785905,1,w-40 chico,1.000000,1512.000000,1512.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-07,10657,785905,2,copla rapida,3.000000,830.000000,2490.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-07,10657,785905,3,caja tornillos lenteja,1.000000,2100.000000,2100.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-07,10657,785905,4,roscalata 1/2,50.000000,17.000000,850.0000,QUILPUE,VILLA ALEMANA
33612,33,2018-05-10,10686,762048,1,tapas canteadas,100.000000,1008.000000,100800.0000,SANTIAGO,VILLA ALEMANA
33612,33,2018-05-10,10686,762048,2,baterias 9 vol,2.000000,3297.000000,6594.0000,SANTIAGO,VILLA ALEMANA
33612,33,2018-05-10,10686,762048,3,clavos 3,5.000000,1218.000000,6090.0000,SANTIAGO,VILLA ALEMANA
33612,33,2018-05-10,10686,762048,4,uniones planzas,10.000000,169.000000,1690.0000,SANTIAGO,VILLA ALEMANA
33612,33,2018-05-10,10686,762048,5,abrazadera1/2,10.000000,295.000000,2950.0000,SANTIAGO,VILLA ALEMANA
33612,33,2018-05-10,10686,762048,6,roscalata,20.000000,16.000000,320.0000,SANTIAGO,VILLA ALEMANA
33612,33,2018-05-04,10647,764041,1,PALA MANGO METAL,1.000000,5285.000000,5285.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-04,10647,764041,2,MTS TUBO 1.5X1 1/2,1.000000,1596.000000,1596.0000,VILLA ALEMANA,VILLA ALEMANA
33612,33,2018-05-08,10663,766511,1,MODULO CONCRETO 80X30,3.000000,16722.000000,50166.0000,QUILPUE,VILLA ALEMANA
