rutemisor,tipodte,fchemis,folio,rutrecep,nrolindet,nmbitem,qtyitem,prcitem,montoitem,cmnarecep,cmnaorigen
764815,61,2018-10-11,434423,768798,4,LADYSOFT NOCT.ULTRA DELG.SUAVE C/ALAS    8 UND,12.000000,478.083333,5737.0000,ESTACION CENTRAL,QUILICURA
764815,61,2018-10-11,434423,768798,5,ATUN LOMITOS EN AGUA BONANZA    170 G,12.000000,629.416667,7553.0000,ESTACION CENTRAL,QUILICURA
764815,61,2018-10-11,434423,768798,6,POROTOS NEGROS WASIL TETRA     380 G,4.000000,654.500000,2618.0000,ESTACION CENTRAL,QUILICURA
764815,61,2018-10-11,434423,768798,7,LENTEJAS WASIL TETRA      380 G,4.000000,654.500000,2618.0000,ESTACION CENTRAL,QUILICURA
764815,61,2018-10-11,434423,768798,8,POROTOS GRANADOS WASIL TETRA  380 G,4.000000,1175.500000,4702.0000,ESTACION CENTRAL,QUILICURA
764815,61,2018-10-11,434423,768798,9,POROTOS WASIL TETRA     380 G,4.000000,654.500000,2618.0000,ESTACION CENTRAL,QUILICURA
764815,61,2018-10-11,434423,768798,10,BIOFRESCURA POLVO MATIC DESIERTO FLORIDO 800 G,10.000000,875.200000,8752.0000,ESTACION CENTRAL,QUILICURA
762326,33,2018-10-08,1570217,93567,1,SACARINA,2.000000,1252.101000,2504.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,2,FILM 300,3.000000,3521.008000,10563.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,3,FIDEO,1.000000,645.378000,645.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,4,COPA,6.000000,1588.235000,9529.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,5,TAPA,6.000000,1076.471000,6459.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,6,VASO,3.000000,1324.370000,3973.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,7,VASO,5.000000,2015.966000,10080.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,8,AQUARIUS UVA,12.000000,417.830000,5014.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,9,AQUARIUS MAN,6.000000,417.830000,2507.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,10,REVOLVEDOR,1.000000,1255.462000,1255.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,11,GATORADE,1.000000,2886.555000,2887.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,12,NEGRITA 30GR,2.000000,2117.647000,4235.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,13,CAFE TRADICI,1.000000,15391.597000,15392.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,14,MAYONESA 760,5.000000,794.118000,3971.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,15,GALLETA PASA,5.000000,243.697000,1218.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,16,GALLETA AVEN,5.000000,243.697000,1218.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,17,CONTENEDOR,2.000000,2014.286000,4029.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,18,GALLETON AR,10.000000,162.185000,1622.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,19,GALLETON CH,10.000000,162.185000,1622.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,20,WATTS DURAZN,24.000000,432.773000,10387.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,21,GATORADE,2.000000,2886.555000,5773.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,22,MENTITAS,1.000000,982.353000,982.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,23,CINTA ADHESI,2.000000,789.916000,1580.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,24,PERRO R.PEQ,1.000000,14201.681000,14202.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,25,SUPER 8 CHOC,1.000000,2319.328000,2319.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,26,QUIX 200ML,18.000000,273.109000,4916.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,27,SUPER 8 CHUA,24.000000,193.277000,4639.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,28,GOLD TRADICI,8.000000,344.538000,2756.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,29,BATIFRUT MOR,4.000000,318.488000,1274.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,30,YOG BATIFRUT,4.000000,264.706000,1059.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,31,MANJARATE,8.000000,358.824000,2871.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,32,CHAMYTO FRUT,1.000000,889.916000,890.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,33,SOP1 1OREO,5.000000,377.311000,1887.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,34,1 1PARA LLEV,10.000000,299.160000,2992.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,35,1 1PARA LLEV,10.000000,299.160000,2992.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,36,YOGURT DAMAS,2.000000,676.471000,1353.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,37,PULPA LUCUMA,1.000000,5453.782000,5454.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,38,DORINA 125G,2.000000,1931.933000,3864.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,39,CAPRI FRUTI,2.000000,3630.252000,7261.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,40,CAPRI GUINDA,2.000000,3630.252000,7261.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,41,TRENCITO,5.000000,949.580000,4748.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,42,CAREZZA 160G,3.000000,1029.412000,3088.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,43,GOLDEN NUSS,6.000000,663.866000,3983.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,44,MANTEQ 125GR,12.000000,613.445000,7361.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,45,YOGU YOGU MO,6.000000,217.647000,1306.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,46,ZUKO DURAZNO,1.000000,992.248000,992.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,47,ZUKO PINA,1.000000,992.248000,992.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,48,ZUKO NARANJA,1.000000,992.248000,992.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,49,FRUTILLA,3.000000,918.487000,2755.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,50,CHOC SL 200,30.000000,232.773000,6983.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,51,ZUKO FRUTI,1.000000,992.248000,992.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,52,BARRACEREAL,1.000000,2268.067000,2268.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,53,WHISKAS 85GR,3.000000,340.336000,1021.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,54,WHISKAS 85GR,3.000000,340.336000,1021.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,55,LECHE CHOCOL,60.000000,230.252000,13815.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,56,LECHE ENTERA,12.000000,527.731000,6333.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,57,SALSA FRAMBU,1.000000,1756.303000,1756.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,58,SALSA CARAME,1.000000,1756.303000,1756.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,59,SAL FINA 1KG,10.000000,251.261000,2513.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-08,1570217,93567,60,AZUCAR 1KG,20.000000,542.017000,10840.0000,PUENTE ALTO,PUENTE ALTO
764516,33,2018-10-31,3184,768798,1,NESTEA DURAZNO 90 GR,1.000000,30300.000000,30300.0000,EST CENTRAL,SANTIAGO
764516,33,2018-10-31,3184,768798,2,DIABLITOS UNDERWOOD,1.000000,20700.000000,20700.0000,EST CENTRAL,SANTIAGO
764516,33,2018-10-31,3184,768798,3,HARINA PAN,5.000000,22689.000000,113445.0000,EST CENTRAL,SANTIAGO
762326,33,2018-10-20,1588472,93567,1,PURE 125GR,5.000000,578.992000,2895.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,2,PACK SALSA,4.000000,1214.286000,4857.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,3,LADYSOFT ULT,6.000000,461.345000,2768.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,4,STAX SALADAS,14.000000,369.748000,5176.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,5,MANTEQ 125GR,12.000000,621.008000,7452.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,6,VIVO MANZANA,24.000000,150.420000,3610.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,7,LECHE ENTERA,12.000000,495.798000,5950.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,8,KETCHUP 100G,18.000000,340.336000,6126.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,9,ARROZ G1,10.000000,348.740000,3487.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,10,SNACK MIX I,1.000000,3218.487000,3218.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,11,PACK 5 SPAGH,3.000000,2008.403000,6025.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,12,PACK 5 ESPIR,2.000000,2008.404000,4017.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,13,FIDEO,1.000000,927.731000,928.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,14,ZUKO MELONTU,3.000000,992.248000,2977.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,15,ZUKO FRUTI,1.000000,992.248000,992.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,16,ZUKO FRAMB,1.000000,992.248000,992.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,17,ZUKO DAMASCO,1.000000,992.248000,992.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,18,ZUKO NARANJA,1.000000,992.248000,992.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,19,BOLSA 70X90,3.000000,693.277000,2080.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,20,MERM FRAMBUE,3.000000,630.252000,1891.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,21,MERM FRUTILL,3.000000,617.647000,1853.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,22,MERM MORA,6.000000,583.193000,3499.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,23,MERM DAMASCO,3.000000,546.218000,1639.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,24,FRUTDURS/AP4,3.000000,897.479000,2692.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,25,SOPA CAR/SEM,3.000000,256.303000,769.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,26,SOPA POL/FID,3.000000,256.303000,769.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,27,SOPA COSTILL,3.000000,256.303000,769.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,28,SOPA POL/ARR,3.000000,256.303000,769.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,29,ROLLS CROCAN,3.000000,823.529000,2471.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,30,ROLLS NUTS,3.000000,823.529000,2471.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,31,ROLLS BERRI,3.000000,823.529000,2471.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,32,HELLMANS 93,24.000000,317.647000,7624.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,33,GOLD TRADICI,12.000000,344.538000,4134.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,34,YOGURT FRAMB,4.000000,81.513000,326.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,35,JALEA GUINDA,4.000000,90.756000,363.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,36,JALEA NARANJ,8.000000,90.756000,726.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,37,YOGURT FRUTI,4.000000,81.513000,326.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,38,YOGURT DAMAS,4.000000,81.513000,326.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,39,YOGURT PINA,4.000000,81.513000,326.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,40,1 1PARA LLEV,10.000000,299.160000,2992.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,41,1 1PARA LLEV,10.000000,299.160000,2992.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,42,YOGURT DAMAS,2.000000,676.471000,1353.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,43,YOGURT FRAMB,1.000000,676.471000,676.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,44,ESENCIA VAIN,1.000000,663.866000,664.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,45,SALSA NARANJ,1.000000,1756.303000,1756.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,46,MAYONESA 760,2.000000,794.118000,1588.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,47,VASO,2.000000,2015.967000,4032.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,48,FRUGELE 430G,1.000000,923.529000,924.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,49,TRENCITO 14G,1.000000,2394.958000,2395.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,50,CAPRI ALMEND,2.000000,3630.252000,7261.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,51,CAPRI FRUTI,2.000000,3630.252000,7261.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,52,CAPRI TRUFA,2.000000,3630.252000,7261.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,53,CAPRI GUINDA,2.000000,3630.252000,7261.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,54,TRENCITO,6.000000,949.580000,5697.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,55,GOLDEN PEAN,6.000000,732.773000,4397.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,56,GOLDEN NUSS,6.000000,663.866000,3983.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,57,GOMA BLANCA,1.000000,2235.294000,2235.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,58,TERMOFORMADO,1.000000,5604.202000,5604.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,59,TERMOFORMADO,1.000000,5873.950000,5874.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-10-20,1588472,93567,60,PACK SH AC,1.000000,1605.042000,1605.0000,PUENTE ALTO,PUENTE ALTO
765068,33,2018-09-28,892,768798,1,RECARGA AGUA PURIFICADA,40.000000,1050.000000,42000.0000,EST CENTRAL,PEDRO AGUIRRE CERDA
765068,33,2018-09-28,892,768798,2,BOTELLONES PET 20 LTS.,15.000000,2500.000000,37500.0000,EST CENTRAL,PEDRO AGUIRRE CERDA
765068,33,2018-11-07,1008,768798,1,RECARGA AGUA PURIFICADA,40.000000,1050.000000,42000.0000,EST CENTRAL,PEDRO AGUIRRE CERDA
765068,33,2018-11-07,1008,768798,2,BOTELLON 10 LTS. DESEC.,20.000000,1092.000000,21840.0000,EST CENTRAL,PEDRO AGUIRRE CERDA
765068,33,2018-11-07,1008,768798,3,BOTELLON 6 LTS. DESEC.,10.000000,700.000000,7000.0000,EST CENTRAL,PEDRO AGUIRRE CERDA
762326,33,2018-09-29,1559118,93567,1,WATTS DURAZN,24.000000,432.773000,10387.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-09-29,1559118,93567,2,COLA ZERO,2.000000,2786.047000,5572.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-09-29,1559118,93567,3,COLA 591CC,1.000000,2623.358000,2623.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-09-29,1559118,93567,4,SACARINA,1.000000,1084.034000,1084.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-09-29,1559118,93567,5,LECHE ENTERA,12.000000,527.731000,6333.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-09-29,1559118,93567,6,PACK FM PROM,1.000000,2764.706000,2765.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-09-29,1559118,93567,7,VASO,4.000000,2015.967000,8064.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-09-29,1559118,93567,8,TERMOFORMADO,1.000000,5604.202000,5604.0000,PUENTE ALTO,PUENTE ALTO
762326,33,2018-09-29,1559118,93567,9,COPA,5.000000,1588.235000,7941.0000,PUENTE ALTO,PUENTE ALTO
702511,33,2018-08-23,5214239,768798,1,HUGGIES A.SEC CAP XXG x44,1.000000,6714.000000,6714.0000,ESTACION CENTRAL,NOGALES
702511,33,2018-08-23,5214239,768798,2,GRANBY POLVO BOLSA 1x800gr,12.000000,646.000000,7752.0000,ESTACION CENTRAL,NOGALES
702511,33,2018-08-23,5214239,768798,3,HUGGIES A.SEC CAP G x58,1.000000,6714.000000,6714.0000,ESTACION CENTRAL,NOGALES
702511,33,2018-08-23,5214239,768798,4,DISTRIBUCION Y LOGISTICA,1.000000,249.000000,249.0000,ESTACION CENTRAL,NOGALES
764815,61,2018-10-04,432132,768798,1,LENTEJAS WASIL TETRA      380 G,8.000000,747.000000,5976.0000,ESTACION CENTRAL,QUILICURA
765068,33,2018-09-14,867,768798,1,RECARGA 20 LTS,60.000000,1050.000000,63000.0000,EST CENTRAL,PEDRO AGUIRRE CERDA
765068,33,2018-09-14,867,768798,2,BOT. 10 LTS.,20.000000,1092.000000,21840.0000,EST CENTRAL,PEDRO AGUIRRE CERDA
765068,33,2018-09-14,867,768798,3,BOT. 6 LTS.,10.000000,700.000000,7000.0000,EST CENTRAL,PEDRO AGUIRRE CERDA
765068,33,2018-08-02,756,768798,1,RECARGAS AGUA PURIFICADA,30.000000,1050.000000,31500.0000,EST CENTRAL,PEDRO AGUIRRE CERDA
702511,33,2018-09-27,5343497,768798,1,HIG. SCOTT RINDEMAX 12x4r,5.000000,7476.000000,37380.0000,ESTACION CENTRAL,NOGALES
702511,33,2018-09-27,5343497,768798,2,DISTRIBUCION Y LOGISTICA,1.000000,399.000000,399.0000,ESTACION CENTRAL,NOGALES
764832,33,2018-08-01,28867,768798,1,promo oreo 2 caja,2.000000,19764.700000,39529.0000,EST CENTRAL,EL BOSQUE
764832,33,2018-08-01,28867,768798,2,pirulin sachet,2.000000,7058.800000,14118.0000,EST CENTRAL,EL BOSQUE
764832,33,2018-08-01,28867,768798,3,flips 28g 6uni,4.000000,1936.130000,7745.0000,EST CENTRAL,EL BOSQUE
760502,33,2018-10-13,830887,768798,1,LAVALOZAS WYN BOT.750 CC.,12.000000,671.430000,8057.0000,ESTACION CENTRAL,Pedro Aguirre C
764815,33,2018-09-05,2435667,768798,1,PRESTOBARBA3        20 UND,1.000000,14146.100000,9916.0000,ESTACION CENTRAL,QUILICURA
764815,33,2018-09-05,2435667,768798,2,AL.PEDIGREE CACHORRO CARNE SOBRES   85 G (24),1.000000,14134.320000,6998.0000,ESTACION CENTRAL,QUILICURA
764815,33,2018-09-05,2435667,768798,3,GARBANZOS WASIL TETRA       380 G,12.000000,1092.780000,8964.0000,ESTACION CENTRAL,QUILICURA
764815,33,2018-09-05,2435667,768798,4,GALL.CLUB SOCIAL CLASICA      234 G,6.000000,907.930000,4533.0000,ESTACION CENTRAL,QUILICURA
764815,33,2018-09-05,2435667,768798,5,MAYONESA HELLMANNS SUPREME CLASSIC POTE  312 G,12.000000,987.800000,8057.0000,ESTACION CENTRAL,QUILICURA
764815,33,2018-09-05,2435667,768798,6,KOTEX NORMAL TELA  C/ALAS    8 UND,12.000000,521.810000,5002.0000,ESTACION CENTRAL,QUILICURA
764815,33,2018-09-05,2435667,768798,7,HUGGIES ACTIVE SEC DISNEY  XG      48 UND,1.000000,8464.320000,6966.0000,ESTACION CENTRAL,QUILICURA
764815,33,2018-09-05,2435667,768798,8,NOSOTRAS NATURAL NORMAL C/ALAS8U  6 UND,2.000000,3620.920000,6749.0000,ESTACION CENTRAL,QUILICURA
764815,33,2018-08-14,2384171,768798,1,PILAS DURACELL ALCALINA AA CHIC    12 UND,1.000000,7461.680000,4327.0000,ESTACION CENTRAL,QUILICURA
764815,33,2018-08-14,2384171,768798,2,LENTEJAS BONANZA 6MM      1 KG,3.000000,1503.500000,3704.0000,ESTACION CENTRAL,QUILICURA
764815,33,2018-08-14,2384171,768798,3,AL.PEDIGREE ADULTO RAZA PEQ. CARNE   100 G (24),1.000000,14134.320000,7075.0000,ESTACION CENTRAL,QUILICURA
764815,33,2018-08-14,2384171,768798,4,POROTOS HALLADO BONANZA    1 KG,3.000000,1442.880000,3194.0000,ESTACION CENTRAL,QUILICURA
764815,33,2018-08-14,2384171,768798,5,POROTOS NEGRO BONANZA    1 KG,3.000000,1251.590000,3129.0000,ESTACION CENTRAL,QUILICURA
764815,33,2018-08-14,2384171,768798,6,POROTOS BLANCOS BONANZA    1 KG,3.000000,1251.590000,3225.0000,ESTACION CENTRAL,QUILICURA
764815,33,2018-08-14,2384171,768798,7,POROTOS NEGROS WASIL TETRA     380 G (16),1.000000,17484.480000,10742.0000,ESTACION CENTRAL,QUILICURA
764815,33,2018-08-14,2384171,768798,8,GALL.CLUB SOCIAL CLASICA      234 G,6.000000,907.930000,5038.0000,ESTACION CENTRAL,QUILICURA
764815,33,2018-08-14,2384171,768798,9,KETCHUP HEINZ DOYPACK      200 G,12.000000,909.020000,4426.0000,ESTACION CENTRAL,QUILICURA
764815,33,2018-08-14,2384171,768798,10,LAVALOZAS WYN CONCENTRADO     750 ML (12),1.000000,15881.400000,9065.0000,ESTACION CENTRAL,QUILICURA
764815,33,2018-08-14,2384171,768798,11,HUGGIES ACTIVE SEC DISNEY  XG      48 UND,1.000000,8464.320000,6966.0000,ESTACION CENTRAL,QUILICURA
764815,33,2018-08-14,2384171,768798,12,BIOFRESCURA POLVO MATIC   800 G,15.000000,1169.670000,12191.0000,ESTACION CENTRAL,QUILICURA
765932,33,2018-08-02,157736,768798,1,DISP.ENERG.MR.BIG 1X12 600CC,1.000000,7918.604651,7919.0000,ESTACION CENTRAL,SANTIAGO
765932,33,2018-08-02,157736,768798,2,LATA ENERGI.MONSTER        473CC 47,24.000000,670.715328,16097.0000,ESTACION CENTRAL,SANTIAGO
765932,33,2018-08-02,157736,768798,3,LATA ENERGI.MONSTER RIPPER 473CC,12.000000,670.715328,8049.0000,ESTACION CENTRAL,SANTIAGO
765932,33,2018-08-02,157736,768798,4,BOT.COCA              DES.1500CC 15,24.000000,573.379562,13761.0000,ESTACION CENTRAL,SANTIAGO
765932,33,2018-08-02,157736,768798,5,BOT.NECTAR ANDINA NAR DES.1500CC 15,2.000000,545.628571,1091.0000,ESTACION CENTRAL,SANTIAGO
765932,33,2018-08-02,157736,768798,6,BOT.NECTAR ANDINA DUR.DES.1500CC,2.000000,545.628571,1091.0000,ESTACION CENTRAL,SANTIAGO
765932,33,2018-08-02,157736,768798,7,BOT.NECTAR ANDINA PIN.DES.1500CC,2.000000,545.628571,1091.0000,ESTACION CENTRAL,SANTIAGO
765932,33,2018-08-02,157736,768798,8,BOT.BILZ             DES.2000CC,6.000000,595.954745,3576.0000,ESTACION CENTRAL,SANTIAGO
765932,33,2018-08-02,157736,768798,9,BOT.PAP              DES.2000CC,12.000000,566.757664,6801.0000,ESTACION CENTRAL,SANTIAGO
765932,33,2018-08-02,157736,768798,10,BOT.PEPSI            DES.2000CC,24.000000,566.757664,13602.0000,ESTACION CENTRAL,SANTIAGO
765932,33,2018-08-02,157736,768798,11,BOT.PEPSI              DES.3000CC 3,24.000000,747.647445,17944.0000,ESTACION CENTRAL,SANTIAGO
765932,33,2018-08-02,157736,768798,12,BOT.LIMON SODA      DES.2000CC,6.000000,625.151825,3751.0000,ESTACION CENTRAL,SANTIAGO
765932,33,2018-08-02,157736,768798,13,BOT.LIMON SODA         DES.3000CC 3,6.000000,776.844526,4661.0000,ESTACION CENTRAL,SANTIAGO
765932,33,2018-08-02,157736,768798,14,BOT.KEM PINA        DES.2000CC,12.000000,625.151825,7502.0000,ESTACION CENTRAL,SANTIAGO
765932,33,2018-08-02,157736,768798,15,BOT.KEM PINA          DES.3000CC 30,6.000000,776.844526,4661.0000,ESTACION CENTRAL,SANTIAGO
765932,33,2018-08-02,157736,768798,16,COSTO LOGISTICO,1.000000,20483.500000,20484.0000,ESTACION CENTRAL,SANTIAGO
702511,33,2018-10-11,5483286,768798,1,PROM HUG A.SEC TOY XXGx20 3300,4.000000,2773.000000,11092.0000,ESTACION CENTRAL,NOGALES
702511,33,2018-10-11,5483286,768798,2,HUGGIES A.SEC TOY XG 4x22,1.000000,12404.000000,12404.0000,ESTACION CENTRAL,NOGALES
